カテゴリ,ID,名前,レア度,タイプ,コスト(Lv1/2/3),価格,属性,説明
"パッシブ: ハイリスク・ハイリターン","turn_end_spawn_l","雷の泉","2","passive","-","20","light","ターン終了時、[70/90/100]%の確率で雷ドロップをランダムに5個生成する。"
"パッシブ: ハイリスク・ハイリターン","turn_end_spawn_d","月の泉","2","passive","-","20","dark","ターン終了時、[70/90/100]%の確率で月ドロップをランダムに5個生成する。"
"パッシブ: ハイリスク・ハイリターン","turn_end_spawn_h","生命の泉","2","passive","-","20","heart","ターン終了時、[70/90/100]%の確率でハートドロップをランダムに5個生成する。"
"パッシブ: ハイリスク・ハイリターン","turn_end_spawn_bomb_1","炸裂の刻印","2","passive","-","20","","ターン終了時、[10/30/50]%の確率でボムドロップをランダムに1個生成。"
"パッシブ: ハイリスク・ハイリターン","turn_end_spawn_star_3","流星の祝福","2","passive","-","20","","ターン終了時、[30/40/70]%の確率でスタードロップをランダムに3個生成。"
"パッシブ: ハイリスク・ハイリターン","turn_end_spawn_repeat_1","無限の輪廻","2","passive","-","20","","ターン終了時、[10/30/50]%の確率でリピートドロップをランダムに1個生成。"
"パッシブ: ハイリスク・ハイリターン","turn_end_spawn_mixed_1","魔導の三位一体","3","passive","-","31","","ターン終了時、[5/10/30]%の確率でボムドロップ、スタードロップ、リピートドロップをそれぞれランダムに1個生成。"
"パッシブ: ハイリスク・ハイリターン","turn_end_spawn_plus_5","豊穣の輝石","2","passive","-","20","","ターン終了時、[50/70/100]%の確率でプラスドロップをランダムに5個生成。"
"パッシブ: ハイリスク・ハイリターン","passive_add_probability","幸運の天秤","2","passive","-","20","","所持している自身以外の確率系トークンの発動確率をプラス[10/20/30]%する。"
"パッシブ: ハイリスク・ハイリターン","passive_probability_trigger_mult","運命の反響","2","passive","-","20","","確率系トークンの効果が発動したターン、基礎コンボ数を[2/3/7]倍にする。"
"パッシブ: ハイリスク・ハイリターン","passive_probability_trigger_add","確率の集束","2","passive","-","20","","確率系トークンが累計発動した回数×[2/3/4]分、コンボ倍率に加算。"
"パッシブ: ハイリスク・ハイリターン","curse_turns","不運の枷","1","curse","-","1","","1サイクルの手番が1減る。"
"パッシブ: ハイリスク・ハイリターン","curse_heart","絶望の癒し","1","curse","-","1","heart","ハートドロップを消してもコンボが増えなくなる。"
"パッシブ: ハイリスク・ハイリターン","curse_time","焦燥の刻印","1","curse","-","1","","操作時間が4秒固定になる。"
"パッシブ: ハイリスク・ハイリターン","curse_skyfall","静寂の呪縛","1","curse","-","1","","常時落ちコンが発生しなくなる。条件達成まで売却不可。"
"パッシブ: ハイリスク・ハイリターン","curse_half","脆弱の断層","1","curse","-","1","","コンボ数が半分になる（倍率0.5）。"
"パッシブ: ハイリスク・ハイリターン","curse_init","無の対価","1","curse","-","1","","獲得時に所持スターが半分になり、スター獲得に必要なコンボ数が1増える。"
"パッシブ: ハイリスク・ハイリターン","curse_double_target","倍加の呪い","1","curse","-","1","","1サイクルの目標値が2倍になる。"
"パッシブ: ハイリスク・ハイリターン","curse_active_time","刹那の呪縛","1","skill","4","1","","2ターン間、操作時間が1秒固定になる。チャージ4ターン。"
"パッシブ: ハイリスク・ハイリターン","curse_active_passive_null","虚無の封印","1","skill","5","1","","1ターン間、全てのパッシブトークンの効果が発動しない。チャージ5ターン。"
"パッシブ: ハイリスク・ハイリターン","curse_multiply","増殖","1","skill","5","1","","使用するたび「増殖された呪い」をスロットに生成する。解除条件：この呪いを3回使用する"
"パッシブ: ハイリスク・ハイリターン","curse_multiplied_p","増殖された呪い","1","passive","-","1","","「増殖」によって生み出された呪い。効果はないが、スロットを圧迫する。"
"パッシブ: ハイリスク・ハイリターン","curse_multiplied_a","増殖された呪い","1","skill","99","1","","「増殖」によって生み出された呪い。効果はなく、使用もできない。"
"パッシブ: ハイリスク・ハイリターン","curse_roulette","死神のルーレット","1","curse","-","1","","ターン終了時、30%の確率でアクティブトークンが全て、エネルギーを失う。"
"パッシブ: ハイリスク・ハイリターン","curse_decay","侵食する影","1","curse","-","1","","ターン終了時、25%の確率で現在所持しているランダムなトークンのレベルが1になる（最低Lv1まで）。"
"パッシブ: ハイリスク・ハイリターン","curse_greed","強欲の呼び声","1","curse","-","1","","ショップに並ぶ全商品の価格が1.5倍になる。"
"パッシブ: ハイリスク・ハイリターン","curse_fake_seller","贋作の売り手","1","curse","-","1","","ショップに「呪いトークン」が2つ必ず陳列される。"
"パッシブ: ハイリスク・ハイリターン","curse_level_fail_fire","焦熱の試練","1","curse","-","1","fire","火属性のトークンはレベルが上がる際に50％の確率で失敗するようになる。"
"パッシブ: ハイリスク・ハイリターン","curse_level_fail_light","閃光の試練","1","curse","-","1","light","光属性のトークンはレベルが上がる際に50％の確率で失敗するようになる。"
"パッシブ: 累積消去数トリガー","passive_fire_count","紅炎の供物","2","passive","-","20","fire","炎ドロップを[30/25/20]個消去するたびにランダムなトークンを入手する（枠が空いている時のみ）。"
"パッシブ: 累積消去数トリガー","passive_water_count","蒼雨の供物","2","passive","-","20","water","雨ドロップを[30/25/20]個消去するたびにランダムなトークンにエンチャントを付与する。"
"パッシブ: 累積消去数トリガー","passive_wood_count","翠風の供物","2","passive","-","20","wood","風ドロップを[30/25/20]個消去するたびにスター所持数が1.2倍になる。"
"パッシブ: 累積消去数トリガー","passive_dark_count","常月の供物","2","passive","-","20","dark","月ドロップを[30/25/20]個消去するたびにランダムなトークンが1つレベルアップする（レベルアップ可能なものがある時のみ）。"
"パッシブ: 累積消去数トリガー","passive_light_count","閃雷の供物","2","passive","-","20","light","雷ドロップを[30/25/20]個消去するたびにアクティブスキルのチャージが2たまる。"
"ショップ属性出現率アップ","shop_attr_fire","炎の福音","1","passive","-","10","fire","ショップに炎属性のトークンが出現しやすくなる（×[2/3/4]倍）。"
"ショップ属性出現率アップ","shop_attr_water","雨の福音","1","passive","-","10","water","ショップに雨属性のトークンが出現しやすくなる（×[2/3/4]倍）。"
"ショップ属性出現率アップ","shop_attr_wood","風の福音","1","passive","-","10","wood","ショップに風属性のトークンが出現しやすくなる（×[2/3/4]倍）。"
"ショップ属性出現率アップ","shop_attr_light","雷の福音","1","passive","-","10","light","ショップに雷属性のトークンが出現しやすくなる（×[2/3/4]倍）。"
"ショップ属性出現率アップ","shop_attr_dark","月の福音","1","passive","-","10","dark","ショップに月属性のトークンが出現しやすくなる（×[2/3/4]倍）。"
"ショップ属性出現率アップ","shop_attr_heart","癒の福音","1","passive","-","10","heart","ショップに心(癒)属性のトークンが出現しやすくなる（×[2/3/4]倍）。"
"ショップ属性出現率アップ","shop_attr_none","無の福音","1","passive","-","10","","ショップに無属性のトークンが出現しやすくなる（×[2/3/4]倍）。"
"ショップ属性出現率アップ","additive_mastery","加算の極意","3","passive","-","39","","コンボ倍率系の効果が一切発動しなくなる代わり、すべての「コンボ加算値」が[5/20/100]倍になる。"
"パッシブ: からっぽの財布","empty_wallet","からっぽの財布","2","passive","-","20","","所持スターが[3/5/10]個以下のとき、基礎コンボ数が[1.5/2.2/3.5]倍になる。"
"パッシブ: 星塵の起爆剤","stardust_catalyst","星塵の起爆剤","3","passive","-","26","","ボムドロップとスタードロップを同時に消去した場合、消去後にランダムなドロップ[1/2/3]個がボムドロップとして落下する。"
"パッシブ: ムーブ・リピーター","move_repeater","ムーブ・リピーター","2","passive","-","24","","ムーブドロップのカウントが[30/20/10]蓄積するごとに、盤面のランダムなドロップ1個をリピートドロップに変化させる。"
"パッシブ: 浪費の勲章","medal_of_spendthrift","浪費の勲章","3","passive","-","26","","現在のゲーム中にショップでリロールを行った累計回数[5/3/2]回につき、コンボ倍率に+0.5加算する。"
"スキル: 重力逆転","gravity_overdrive","重力逆転","3","skill","5","26","","１ターンの間、ドロップの落下方向が「上」に逆転する。さらに基礎コンボ数が2倍になる。消費E:5"
"パッシブ: 一筆書きの誓約","one_stroke_seal","一筆書きの誓約","3","passive","-","31","","ドラッグ操作中に一度通過したマスを二度と通過できなくなる（一筆書きルール）。その代わり、基礎コンボ数が[4.0/6.5/10.0]倍になる。"
"パッシブ: 一筆書きの誓約","gale_gravity","烈風の重力","3","skill","5","26","","１ターンの間、ドロップの落下方向が「右」に変化する（レベルアップで「左」も選択可能）。さらに基礎コンボ数が[2 / 3 / 4]倍になる。消費E:5"
"スロット1専用: 指揮・先導・号令","magical_leadership","魔導教陣の指揮","3","passive","-","31","","スロットの1番目に装備している時のみ、効果が発動する。装備しているすべての「アクティブスキル」の消費エネルギーが -[1/2/3] される（最小1）。さらに、スキル使用時に10%の確率でエネルギーを消費しない。"
"スロット1専用: 指揮・先導・号令","lead_fire","炎王の先導","3","passive","-","31","fire","スロットの1番目に装備している時のみ、効果が発動する。装備しているすべての炎属性の「パッシブスキル」の効果は2度発動する。"
"スロット1専用: 指揮・先導・号令","lead_water","蒼海の軍師","3","passive","-","31","water","スロットの1番目に装備している時のみ、効果が発動する。装備しているすべての雨属性の「パッシブスキル」の効果は2度発動する。"
"スロット1専用: 指揮・先導・号令","lead_wood","深翠の導き手","3","passive","-","31","wood","スロットの1番目に装備している時のみ、効果が発動する。装備しているすべての風属性の「パッシブスキル」の効果は2度発動する。"
"スロット1専用: 指揮・先導・号令","lead_light","迅雷の先導","3","passive","-","31","light","スロットの1番目に装備している時のみ、効果が発動する。装備しているすべての雷属性の「パッシブスキル」の効果は2度発動する。"
"スロット1専用: 指揮・先導・号令","lead_dark","常闇の先導","3","passive","-","31","dark","スロットの1番目に装備している時のみ、効果が発動する。装備しているすべての月属性の「パッシブスキル」の効果は2度発動する。"
"スロット1専用: 指揮・先導・号令","lead_heart","慈愛の先導","3","passive","-","31","heart","スロットの1番目に装備している時のみ、効果が発動する。装備しているすべての回復属性の「パッシブスキル」の効果は2度発動する。"
"スロット1専用: 指揮・先導・号令","tyrant_decree","暴君の号令","3","passive","-","31","","スロットの1番目に装備している時のみ、効果が発動する。操作時間が「常に2秒」になる代わりに、盤面がすべて強化（プラス）ドロップとして降ってくるようになる。"
"新パッシブ: 〜の錬金術","passive_alchemy_fire","炎の錬金術","2","passive","-","20","fire","アクティブスキルによって炎が生成・変換された時、プラスに。さらに[3/5/10]%の確率でボム/リピート/スタードロップになる。"
"新パッシブ: 〜の錬金術","passive_alchemy_water","雨の錬金術","2","passive","-","20","water","アクティブスキルによって雨が生成・変換された時、プラスに。さらに[3/5/10]%の確率でボム/リピート/スタードロップになる。"
"新パッシブ: 〜の錬金術","passive_alchemy_wood","風の錬金術","2","passive","-","20","wood","アクティブスキルによって風が生成・変換された時、プラスに。さらに[3/5/10]%の確率でボム/リピート/スタードロップになる。"
"新パッシブ: 〜の錬金術","passive_alchemy_light","雷の錬金術","2","passive","-","20","light","アクティブスキルによって雷が生成・変換された時、プラスに。さらに[3/5/10]%の確率でボム/リピート/スタードロップになる。"
"新パッシブ: 〜の錬金術","passive_alchemy_dark","月の錬金術","2","passive","-","20","dark","アクティブスキルによって月が生成・変換された時、プラスに。さらに[3/5/10]%の確率でボム/リピート/スタードロップになる。"
"新パッシブ: 〜の錬金術","passive_alchemy_heart","心の錬金術","2","passive","-","20","heart","アクティブスキルによってハートが生成・変換された時、プラスに。さらに[3/5/10]%の確率でボム/リピート/スタードロップになる。"
"新アクティブ: 残滓（テンポコントロール）","active_residual_wood","烈風の残滓","2","skill","4","20","wood","スキル使用ターンに風を10個以上消すと、次のターン操作時間+[1.0/2.0/3.0]秒、基礎コンボ[1.5/2.0/2.5]倍。消費E:4"
"新アクティブ: 残滓（テンポコントロール）","active_residual_light","迅雷の残滓","2","skill","4","20","light","スキル使用ターンに雷を10個以上消すと、次のターン操作時間+[1.0/2.0/3.0]秒、基礎コンボ[1.5/2.0/2.5]倍。消費E:4"
"新アクティブ: 残滓（テンポコントロール）","active_residual_fire","業火の残滓","2","skill","4","20","fire","このターン炎がマッチしても消えなくなる。次のターン操作時間+[1.0/2.0/3.0]秒、炎消去数×[1.0/1.5/2.0]倍コンボ倍率加算。消費E:4"
"新アクティブ: 残滓（テンポコントロール）","active_residual_water","蒼海の残滓","2","skill","4","20","water","このターン雨がマッチしても消えなくなる。次のターン操作時間+[1.0/2.0/3.0]秒、雨消去数×[1.0/1.5/2.0]倍コンボ倍率加算。消費E:4"
"新アクティブ: 残滓（テンポコントロール）","active_residual_dark","月の残滓","2","skill","4","20","dark","スキル使用ターンに月の消去数10個以下の時発動。次のターン操作時間+[1.0/2.0/3.0]秒、月消去時追加コンボ+[10/15/20]。消費E:4"
"新アクティブ: 残滓（テンポコントロール）","active_residual_heart","心の残滓","2","skill","4","20","heart","スキル使用ターンに回復の消去数10個以下の時発動。次のターン操作時間+[1.0/2.0/3.0]秒、回復消去時追加コンボ+[10/15/20]。消費E:4"
"新パッシブ: 特殊ドロップ連鎖","passive_chain_explosion","爆炎の連鎖","2","passive","-","20","","ボム爆発時、[20/30/50]%の確率で、消えたドロップ（通常）をターン終了後に再生成します（最大30個）。"
"新パッシブ: 特殊ドロップ連鎖","passive_meteor_shower","流星群","2","passive","-","20","","スタードロップ消去時、[30/50/70]%の確率で、消えた個数分「次に降ってくるドロップ」をスターにします。"
"新パッシブ: 特殊ドロップ連鎖","passive_repeat_regeneration","再再生","2","passive","-","20","","リピートドロップ消去時、[30/50/70]%の確率で、そのターン終了後にリピートドロップを1つ再生成します。"
"新パッシブ: 属性の誓約","passive_contract_fire","業火の誓約","2","passive","-","20","fire","炎ドロップを消すと基礎コンボ数[3/5/8]倍。雨ドロップを1コンボでも消すと、そのターンの基礎コンボ数が半分になる（両方消すと半分）。"
"新パッシブ: 属性の誓約","passive_contract_water","蒼海の誓約","2","passive","-","20","water","雨ドロップを消すと基礎コンボ数[3/5/8]倍。炎ドロップを1コンボでも消すと、そのターンの基礎コンボ数が半分になる（両方消すと半分）。"
"新パッシブ: 属性の誓約","passive_contract_wood","翠風の誓約","2","passive","-","20","wood","風ドロップを消すと基礎コンボ数[3/5/8]倍。雷ドロップを1コンボでも消すと、そのターンの基礎コンボ数が半分になる（両方消すと半分）。"
"新パッシブ: 属性の誓約","passive_contract_light","狂雷の誓約","2","passive","-","20","light","雷ドロップを消すと基礎コンボ数[3/5/8]倍。風ドロップを1コンボでも消すと、そのターンの基礎コンボ数が半分になる（両方消すと半分）。"
"新パッシブ: 属性の誓約","passive_contract_dark","常闇の誓約","2","passive","-","20","dark","月ドロップを消すと基礎コンボ数[3/5/8]倍。回復ドロップを1コンボでも消すと、そのターンの基礎コンボ数が半分になる（両方消すと半分）。"
"新パッシブ: 属性の誓約","passive_contract_heart","慈愛の誓約","2","passive","-","20","heart","回復ドロップを消すと基礎コンボ数[3/5/8]倍。月ドロップを1コンボでも消すと、そのターンの基礎コンボ数が半分になる（両方消すと半分）。"
"新アクティブ: 冷静","active_calm","冷静","2","skill","3","17","","発動後、残り手番を+1する。さらにこのターン、ドロップを揃えても消えなくなり、0コンボとして処理される。消費E:3"
"新パッシブ: 〜の手","passive_hand_fire","炎の手","2","passive","-","20","fire","なぞり操作開始から最初にずらした4つのドロップを炎ドロップに変化させる。"
"新パッシブ: 〜の手","passive_hand_water","雨の手","2","passive","-","20","water","なぞり操作開始から最初にずらした4つのドロップを雨ドロップに変化させる。"
"新パッシブ: 〜の手","passive_hand_wood","風の手","2","passive","-","20","wood","なぞり操作開始から最初にずらした4つのドロップを風ドロップに変化させる。"
"新パッシブ: 〜の手","passive_hand_light","雷の手","2","passive","-","20","light","なぞり操作開始から最初にずらした4つのドロップを雷ドロップに変化させる。"
"新パッシブ: 〜の手","passive_hand_dark","月の手","2","passive","-","20","dark","なぞり操作開始から最初にずらした4つのドロップを月ドロップに変化させる。"
"新パッシブ: 〜の手","passive_hand_heart","心の手","2","passive","-","20","heart","なぞり操作開始から最初にずらした4つのドロップを回復ドロップに変化させる。"
"新アクティブ: 〜の指","active_finger_fire","炎の指","2","skill","3/2/1","20","fire","このターン、なぞり操作開始から最初にずらした6つのドロップを炎ドロップに変化させる。消費E:3/2/1"
"新アクティブ: 〜の指","active_finger_water","雨の指","2","skill","3/2/1","20","water","このターン、なぞり操作開始から最初にずらした6つのドロップを雨ドロップに変化させる。消費E:3/2/1"
"新アクティブ: 〜の指","active_finger_wood","風の指","2","skill","3/2/1","20","wood","このターン、なぞり操作開始から最初にずらした6つのドロップを風ドロップに変化させる。消費E:3/2/1"
"新アクティブ: 〜の指","active_finger_light","雷の指","2","skill","3/2/1","20","light","このターン、なぞり操作開始から最初にずらした6つのドロップを雷ドロップに変化させる。消費E:3/2/1"
"新アクティブ: 〜の指","active_finger_dark","月の指","2","skill","3/2/1","20","dark","このターン、なぞり操作開始から最初にずらした6つのドロップを月ドロップに変化させる。消費E:3/2/1"
"新アクティブ: 〜の指","active_finger_heart","心の指","2","skill","3/2/1","20","heart","このターン、なぞり操作開始から最初にずらした6つのドロップを回復ドロップに変化させる。消費E:3/2/1"
"新アクティブ: 〜の魔指","active_magic_finger_fire","炎の魔指","3","skill","5/4/3","26","fire","このターン、なぞり操作開始から最初にずらした9つのドロップを炎ドロップに変化させる。消費E:5/4/3"
"新アクティブ: 〜の魔指","active_magic_finger_water","雨の魔指","3","skill","5/4/3","26","water","このターン、なぞり操作開始から最初にずらした9つのドロップを雨ドロップに変化させる。消費E:5/4/3"
"新アクティブ: 〜の魔指","active_magic_finger_wood","風の魔指","3","skill","5/4/3","26","wood","このターン、なぞり操作開始から最初にずらした9つのドロップを風ドロップに変化させる。消費E:5/4/3"
"新アクティブ: 〜の魔指","active_magic_finger_light","雷の魔指","3","skill","5/4/3","26","light","このターン、なぞり操作開始から最初にずらした9つのドロップを雷ドロップに変化させる。消費E:5/4/3"
"新アクティブ: 〜の魔指","active_magic_finger_dark","月の魔指","3","skill","5/4/3","26","dark","このターン、なぞり操作開始から最初にずらした9つのドロップを月ドロップに変化させる。消費E:5/4/3"
"新アクティブ: 〜の魔指","active_magic_finger_heart","心の魔指","3","skill","5/4/3","26","heart","このターン、なぞり操作開始から最初にずらした9つのドロップを回復ドロップに変化させる。消費E:5/4/3"
"新規パッシブスキル","devotion_fire","狂神の偏愛 (炎)","3","passive","-","26","fire","炎以外の属性を消すと獲得コンボが0になるが、炎のみを消したターンの基礎コンボ数が[4 / 7 / 12]倍になる。"
"新規パッシブスキル","devotion_water","狂神の偏愛 (雨)","3","passive","-","26","water","雨以外の属性を消すと獲得コンボが0になるが、雨のみを消したターンの基礎コンボ数が[4 / 7 / 12]倍になる。"
"新規パッシブスキル","magic_reflux_light","魔力還流・雷","2","passive","-","15","light","1ターンに雷ドロップを15個以上消すと、発動中の全アクティブスキルの効果持続手番が+[1 / 2 / 3]される。"
"新規パッシブスキル","magic_reflux_heart","魔力還流・心","2","passive","-","15","heart","1ターンにハートドロップを15個以上消すと、発動中の全アクティブスキルの効果持続手番が+[1 / 2 / 3]される。"
"新規アクティブスキル","active_shape_len4","四重奏の響き","2","skill","4","15","","2ターンの間、4個同時消しの数分コンボ倍率にプラス。消費E:4"
"新規アクティブスキル","active_shape_row","烈線の陣","2","skill","4","15","","2ターンの間、横一列消しの数×2分コンボ倍率にプラス。消費E:4"
"新規アクティブスキル","active_shape_l_shape","屈折の魔角","2","skill","4","15","","2ターンの間、L字消しの数分コンボ倍率にプラス。消費E:4"
"新規アクティブスキル","active_shape_cross","聖十字の導き","3","skill","5","20","","2ターンの間、基礎コンボ倍率を『十字消しの数プラス1』倍する。消費E:5"
"新規アクティブスキル","active_shape_square","魔方陣の極意","3","skill","5","20","","2ターンの間、基礎コンボ倍率を『正方形消しの数×3』倍する（1個以上消去時）。消費E:5"
"新規アクティブスキル","star_cross_boost","明星の十字架","2","passive","-","8","","十字消しを構成するドロップにスタードロップが含まれる場合、ターン獲得スター量が[3 / 5 / 10]倍になる。"
"新規アクティブスキル","four_match_restriction","四連の制約","3","passive","-","10","","ドロップを4つ消しでしか消せなくなるが、基礎コンボ数が4つ消しをした回数倍される。"
"新規アクティブスキル","row_match_restriction","横列の制約","3","passive","-","10","","ドロップを横1列消しでしか消せなくなるが、基礎コンボ数が横1列消しをした回数倍される。"
"新規アクティブスキル","active_square_judgment","方陣の審判","3","skill","6","30","","1手番、基礎コンボ数を10倍にする。しかし、正方形消しをしてなければ基礎コンボ数を4分の1にする。消費E:6"
"新規アクティブスキル","passive_star_gamble","星屑のダイス","2","passive","-","20","","ターン終了時、[5/7/10]%の確率で所持スターを1.5倍にする。ただし、1%の確率で所持スターが半分になる（確率操作の効果は悪い方には乗らない）。"
"新規アクティブスキル","passive_token_gamble","運命の研磨","2","passive","-","20","","ターン終了時、[5/7/10]%の確率でランダムなトークンのレベルを最大にする。ただし、1%の確率でランダムなトークンのレベルを1にする（確率操作の効果は悪い方には乗らない）。"
"新規追加: L字消し関連トークン","l_shape_double_base_mult","L字の共鳴","2","passive","-","18","","L字消しを2個同時にすると、基礎コンボ数を[1.5/2/3]倍する。"
"新規追加: L字消し関連トークン","l_shape_count_star","L字の財宝","2","passive","-","16","","L字消しを累計[10/7/5]回成功させるごとに、[30/50/100]スターを獲得する。（現在: {charge}回）"
"新規追加: L字消し関連トークン","l_shape_spawn_repeat","L字の輪廻","2","passive","-","15","","L字消しした際、盤面のランダムなドロップ[1/2/3]個をリピートドロップにする。"
"新規追加: L字消し関連トークン","l_shape_skill_max","L字の脈動","3","passive","-","28","","L字消しした際、[5/10/20]%の確率でランダムなアクティブスキルのエネルギーがMAXになる。"
"新規追加: L字消し関連トークン","l_cross_simultaneous_mult","交差する秘技","3","passive","-","30","","L字消しと十字消しを同時にすると、基礎コンボ数を[3/4/5]倍する。"
"新規追加: 十字消し関連トークン","cross_double_base_mult","十字の結界","2","passive","-","20","","十字消しを2個同時にすると、基礎コンボ数を[2/3/4]倍する。"
"新規追加: 十字消し関連トークン","cross_count_token","十字の福音","3","passive","-","32","","十字消しを累計[12/10/8]回成功させるごとに、ランダムな星3トークンを生成する。（現在: {charge}回）"
"新規追加: 十字消し関連トークン","cross_multiply_move_drop","十字の加速","2","passive","-","18","","十字消しした際、盤面のムーブドロップのカウントを[1.5/2/3]倍する。"
"新規追加: 十字消し関連トークン","cross_enchant_self","十字の加護","2","passive","-","22","","十字消しした際、[10/20/30]%の確率でランダムなエンチャントがこのトークンに付与される。"
"新規追加: 正方形消し関連トークン","square_count_combo_mult","方陣の残響","2","passive","-","18","","正方形消しを累計3回成功させるごとに、ターン終了後に獲得コンボ数を[1.5/2/3]倍する。（現在: {charge}回）"
"新規追加: 正方形消し関連トークン","square_convert_left_bottom","左下の伝承","2","passive","-","20","","正方形消しした際、[20/40/60]%の確率でターン終了後に、盤面左下の9個のドロップをこのトークンの属性（左隣のトークンの属性）のドロップに変換する。"
"新規追加: 正方形消し関連トークン","square_spawn_repeat","方陣の輪廻","2","passive","-","16","","正方形消しした際、盤面のランダムなドロップ[2/3/5]個をリピートドロップにする。"
"新規追加: 正方形消し関連トークン","square_combo_addition","方陣の極み","2","passive","-","22","","正方形消しでコンボ+[10/15/30]。"
"新規追加: 横1列消し関連トークン","row_count_convert_top","上部の伝承","2","passive","-","18","","横1列消しを累計[12/10/8]回成功させるごとに、ターン終了後に盤面最上部1列をこのトークンの属性（左隣のトークンの属性）のドロップに変換する。（現在: {charge}回）"
"新規追加: 横1列消し関連トークン","row_triple_base_mult","横列の共鳴","3","passive","-","24","","横1列消しを3個同時にすると、基礎コンボ数を[2/3/4]倍する。"
"新規追加: 横1列消し関連トークン","row_spawn_star","横列の祝福","2","passive","-","16","","横1列消しした際、盤面のランダムなドロップ[2/3/5]個をプラススタードロップにする。"
"新規追加: 横1列消し関連トークン","row_free_reroll","横列 of 恩恵","2","passive","-","20","","横1列消しした際、[10/20/30]%の確率でショップのリロール価格が1回無料になる（未使用分は蓄積）。"
"新規追加: 4つ消し・5つ消し関連トークン","len4_quad_base_mult","4連の共鳴","2","passive","-","24","","4個消しを4個同時にすると、基礎コンボ数を[2/3/4]倍する。"
"新規追加: 4つ消し・5つ消し関連トークン","len4_spawn_plus","4連の流星","1","passive","-","16","","4個消しした際、盤面のランダムなドロップ[1/2/3]個をプラスドロップにする。"
"新規追加: 4つ消し・5つ消し関連トークン","len4_spawn_token","4連の錬金","2","passive","-","22","","4個消しした際、[10/20/30]%の確率でランダムなトークンを生成する。"
"新規追加: 4つ消し・5つ消し関連トークン","len4_count_all_plus","4連の奇跡","2","passive","-","22","","4個消しを累計[15/10/7]回するごとに、効果が発動する。ターン終了後に、盤面のドロップ全てをプラスドロップにする。（現在: {charge}回）"
"新規追加: 4つ消し・5つ消し関連トークン","len5_random_enchant","5連の加護","2","passive","-","24","","5個以上連結消しした際、[10/20/30]%の確率でランダムにエンチャントを付与する（どのトークンにつくかも何がつくかもランダム）。"
"新規追加: 4つ消し・5つ消し関連トークン","len5_count_level_up","5連 of 成長","3","passive","-","26","","5個以上連結消しを累計[10/8/1]回するごとに、効果が発動する。ランダムなトークンをレベルアップさせる。（現在: {charge}回）"
"新規追加: 4つ消し・5つ消し関連トークン","magic_overload","魔導の過積載","3","passive","-","36","","「エンチャントが3つ以上付与されているトークン」 1つにつき、基礎コンボ数が[1.5/2.0/3.0]倍になる。"
"新規追加: 4つ消し・5つ消し関連トークン","sublimation_rune","昇華のルーン","3","passive","-","32","","このトークンにエンチャントが3つ以上付与された時、それらをすべて消費（消去）し、コンボ倍率を永続的に+[1.0/1.5/2.0]する（現在のボーナス: +{sublimationBonus}）。"
"新規追加: 4つ消し・5つ消し関連トークン","contagious_enchant","伝染 of 刻印","3","passive","-","30","","ターン終了時、このトークンに付与されているランダムなエンチャント（自身を除く）のコピーを、隣接する別のトークンに付与する（確率[20/40/60]%）。"
